EmployeeID,Age,Department,DistanceFromHome,EducationField,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,YearsAtCompany,OverTime,Attrition
358,34,Human Resources,11,Other,Healthcare Representative,Medium,31139,4,1,Yes,Yes
359,40,Sales,1,Life Sciences,Sales Representative,High,45328,1,1,No,No
360,28,Marketing,6,Technical Degree,Manager,Medium,38202,5,2,No,No
361,42,Marketing,8,Medical,Manager,Medium,24429,3,0,No,No
362,52,Finance,3,Marketing,Sales Representative,Medium,124305,1,0,Yes,Yes
363,35,Finance,3,Human Resources,Laboratory Technician,Medium,52595,1,5,Yes,No
364,41,Finance,32,Human Resources,Laboratory Technician,High,38697,3,4,No,No
365,43,Sales,22,Medical,Human Resources,Medium,28090,4,6,No,No
366,32,Sales,18,Other,Research Director,Medium,58476,2,5,Yes,No
367,39,Human Resources,5,Life Sciences,Healthcare Representative,Medium,24494,1,0,No,Yes
368,37,Finance,1,Marketing,Manager,High,23484,2,1,No,No
369,37,Marketing,1,Technical Degree,Sales Executive,Low,84682,6,0,No,Yes
370,29,Research & Development,3,Medical,Sales Executive,High,36876,3,9,No,Yes
371,37,Human Resources,1,Marketing,Manufacturing Director,Medium,24793,4,6,No,No
372,41,Sales,1,Marketing,Research Scientist,Medium,36418,0,1,No,Yes
373,51,Human Resources,24,Other,Sales Representative,Medium,55553,3,2,No,Yes
374,46,Human Resources,12,Technical Degree,Research Scientist,Medium,49544,2,16,No,Yes
375,58,Human Resources,3,Marketing,Research Scientist,High,59108,4,4,No,No
376,29,Human Resources,1,Other,Healthcare Representative,Medium,19442,0,8,No,No
377,45,Research & Development,7,Life Sciences,Manufacturing Director,High,58371,3,1,No,No
378,38,Finance,1,Other,Research Director,Low,33205,2,1,Yes,No
379,58,Marketing,27,Life Sciences,Manufacturing Director,Medium,37969,1,7,Yes,No
380,28,Human Resources,5,Life Sciences,Manager,High,66486,3,5,No,No
381,28,Human Resources,5,Marketing,Healthcare Representative,High,51604,2,5,No,Yes
382,31,Human Resources,4,Other,Research Scientist,Medium,43283,3,4,No,No
383,18,Finance,1,Life Sciences,Research Director,Medium,13467,2,4,No,Yes
384,31,Sales,10,Technical Degree,Research Scientist,Medium,35498,2,6,No,Yes
385,29,Sales,13,Marketing,Human Resources,Medium,24530,4,1,Yes,Yes
386,38,Research & Development,11,Other,Human Resources,High,51819,3,2,No,No
387,40,Sales,1,Other,Laboratory Technician,High,59604,3,10,No,No
388,55,Human Resources,8,Human Resources,Manufacturing Director,Medium,31225,6,1,No,Yes
389,46,Human Resources,8,Other,Research Director,High,26016,2,3,No,No
390,31,Human Resources,20,Marketing,Human Resources,Medium,79074,5,6,Yes,Yes
391,28,Research & Development,4,Technical Degree,Laboratory Technician,Medium,26860,3,40,No,No
392,41,Human Resources,4,Other,Healthcare Representative,Medium,19984,0,2,No,Yes
393,23,Sales,9,Human Resources,Research Director,Medium,23948,1,2,Yes,No
394,55,Finance,10,Marketing,Laboratory Technician,Medium,27515,2,9,No,No
395,48,Finance,6,Life Sciences,Sales Representative,Medium,23607,4,8,No,No
396,32,Marketing,5,Medical,Research Director,Medium,55419,2,6,No,No
397,19,Sales,6,Medical,Laboratory Technician,Low,12100,6,3,No,Yes
398,50,Human Resources,19,Life Sciences,Research Scientist,High,23358,3,1,No,Yes
399,35,Finance,6,Other,Sales Representative,Medium,35463,4,4,No,No
400,49,Sales,28,Medical,Human Resources,Low,40340,7,10,Yes,No
401,21,Finance,7,Medical,Sales Executive,High,84619,3,10,No,No
402,31,Human Resources,29,Life Sciences,Laboratory Technician,High,78638,3,0,Yes,No
403,37,Finance,17,Other,Healthcare Representative,High,16311,1,2,No,No
404,37,Marketing,4,Other,Laboratory Technician,Medium,13988,3,3,No,No
405,32,Marketing,19,Life Sciences,Sales Executive,Low,36771,2,18,No,No
406,43,Finance,1,Other,Sales Representative,Medium,25936,4,5,No,No
407,26,Sales,25,Other,Sales Representative,Low,20009,4,2,Yes,Yes
408,35,Sales,9,Marketing,Research Director,High,36609,1,0,No,No
409,38,Sales,1,Marketing,Healthcare Representative,Low,40755,4,4,No,Yes
410,42,Finance,10,Life Sciences,Healthcare Representative,Medium,23873,4,0,No,No
411,44,Sales,36,Technical Degree,Healthcare Representative,Medium,26581,2,8,No,No
412,25,Human Resources,1,Medical,Sales Executive,Medium,24809,5,6,No,No
413,21,Marketing,8,Marketing,Healthcare Representative,High,29562,1,3,No,No
414,49,Human Resources,13,Medical,Manager,Medium,47606,3,2,No,No
415,40,Sales,16,Human Resources,Sales Executive,Low,21184,1,11,No,No
416,29,Human Resources,5,Life Sciences,Sales Representative,Medium,26361,2,1,No,Yes
417,52,Sales,2,Technical Degree,Sales Executive,Medium,29743,2,1,No,Yes
418,38,Finance,1,Human Resources,Research Scientist,Low,36193,1,14,No,No
419,48,Human Resources,8,Human Resources,Research Scientist,Medium,41688,0,8,Yes,Yes
420,37,Finance,6,Other,Healthcare Representative,Medium,100823,1,8,Yes,No
421,57,Finance,29,Human Resources,Sales Representative,High,48342,3,1,No,Yes
422,54,Research & Development,1,Life Sciences,Sales Executive,High,48921,5,0,Yes,No
423,34,Sales,11,Marketing,Sales Executive,High,31783,3,0,Yes,No
424,46,Marketing,1,Life Sciences,Sales Executive,High,22249,4,1,No,No
425,43,Sales,1,Marketing,Manager,Medium,27886,1,7,Yes,No
426,50,Marketing,6,Human Resources,Research Scientist,Low,25459,1,1,No,No
427,27,Sales,6,Human Resources,Sales Executive,Medium,44183,3,6,No,No
428,43,Finance,11,Technical Degree,Manager,High,15904,5,1,No,Yes
429,47,Human Resources,24,Marketing,Research Scientist,High,48838,6,2,Yes,No
430,19,Human Resources,10,Human Resources,Manager,High,34247,3,20,No,No
431,25,Research & Development,30,Other,Research Director,Low,52400,1,1,No,Yes
432,18,Marketing,21,Medical,Research Scientist,High,25287,2,2,No,No
433,34,Marketing,8,Technical Degree,Human Resources,Medium,23139,1,1,No,No
434,44,Marketing,17,Life Sciences,Research Director,Low,29633,2,0,Yes,Yes
435,52,Finance,10,Technical Degree,Sales Executive,Medium,29280,1,3,No,No
436,37,Marketing,1,Medical,Sales Representative,Low,54348,3,2,Yes,No
437,53,Human Resources,13,Marketing,Manager,Medium,54089,0,5,No,No
438,23,Finance,1,Life Sciences,Manager,Medium,94137,3,8,No,No
439,19,Sales,9,Life Sciences,Manager,Medium,28346,4,3,No,Yes
440,36,Marketing,12,Marketing,Manager,Medium,6810,3,0,No,No
441,40,Marketing,1,Technical Degree,Sales Representative,High,29592,1,4,No,No
442,36,Sales,2,Human Resources,Laboratory Technician,Medium,40754,1,0,No,No
443,18,Marketing,24,Technical Degree,Manager,Medium,51909,4,4,No,Yes
444,36,Sales,9,Medical,Laboratory Technician,High,42268,2,5,No,No
445,23,Finance,2,Other,Sales Representative,High,28335,2,1,No,No
446,43,Human Resources,11,Human Resources,Sales Representative,Low,85569,1,8,No,No
447,40,Sales,9,Technical Degree,Research Director,Medium,21658,2,12,No,Yes
448,27,Research & Development,6,Other,Research Scientist,Medium,31655,2,8,No,No
449,31,Sales,37,Other,Human Resources,Low,21163,3,1,No,Yes
450,26,Marketing,11,Marketing,Healthcare Representative,Medium,36672,2,4,Yes,Yes
451,36,Finance,4,Medical,Human Resources,High,80378,2,12,No,No
452,46,Finance,16,Medical,Healthcare Representative,Low,33844,4,1,Yes,Yes
453,27,Sales,21,Medical,Sales Representative,High,33948,2,8,No,No
454,42,Human Resources,1,Human Resources,Human Resources,High,15553,4,0,No,No
455,31,Research & Development,2,Life Sciences,Manufacturing Director,High,31460,0,0,No,No
456,29,Finance,2,Human Resources,Research Scientist,Medium,64553,0,7,No,No
457,35,Marketing,11,Technical Degree,Human Resources,High,32044,1,7,No,Yes
458,26,Marketing,9,Other,Research Scientist,Medium,30980,3,7,No,No
459,31,Human Resources,9,Other,Laboratory Technician,Medium,63124,5,13,No,No
460,25,Finance,28,Life Sciences,Research Scientist,Low,31045,1,0,No,Yes
461,56,Sales,14,Technical Degree,Laboratory Technician,Low,69287,2,1,No,No
462,37,Marketing,1,Life Sciences,Manager,High,19104,2,11,Yes,Yes
463,30,Human Resources,4,Other,Laboratory Technician,Medium,50966,0,0,No,Yes
464,39,Finance,5,Human Resources,Research Director,Medium,82715,0,5,No,No
465,35,Finance,5,Medical,Manager,Low,60109,0,3,No,Yes
466,34,Finance,11,Other,Sales Representative,Medium,14276,1,0,No,Yes
467,43,Finance,22,Marketing,Sales Executive,Low,26392,2,1,No,Yes
468,44,Finance,3,Medical,Laboratory Technician,High,32177,1,3,No,No
469,31,Marketing,8,Other,Laboratory Technician,Low,60172,4,9,No,No
470,31,Human Resources,15,Human Resources,Research Scientist,Low,18660,6,6,No,Yes
471,34,Finance,5,Life Sciences,Sales Representative,Medium,21818,1,4,No,Yes
472,18,Research & Development,1,Medical,Human Resources,Medium,16275,3,3,Yes,No
473,21,Research & Development,6,Human Resources,Manufacturing Director,Medium,24030,2,1,No,No
474,50,Human Resources,1,Technical Degree,Healthcare Representative,Medium,19422,1,0,Yes,No
475,53,Sales,28,Marketing,Laboratory Technician,High,80737,4,2,Yes,No
476,34,Sales,1,Medical,Human Resources,Medium,26273,1,0,Yes,No
477,42,Sales,5,Life Sciences,Manufacturing Director,Low,51300,0,1,Yes,No
478,40,Research & Development,7,Technical Degree,Healthcare Representative,Medium,36643,3,2,No,No
479,65,Sales,42,Human Resources,Sales Executive,High,36387,1,2,No,No
480,48,Marketing,1,Marketing,Research Scientist,Medium,27018,2,0,No,No
481,35,Finance,1,Life Sciences,Human Resources,Low,53370,4,4,No,No
482,27,Research & Development,1,Human Resources,Research Scientist,High,39229,3,3,No,No
483,20,Human Resources,1,Human Resources,Healthcare Representative,Medium,38115,2,0,No,No
484,39,Human Resources,2,Medical,Research Director,Medium,26991,5,14,No,No
485,29,Finance,9,Medical,Laboratory Technician,Low,29293,2,0,No,No
486,22,Research & Development,2,Life Sciences,Manager,Low,48749,1,9,No,Yes
487,30,Sales,1,Other,Manufacturing Director,Medium,40742,4,0,Yes,Yes
488,26,Sales,17,Other,Sales Representative,Medium,38628,4,10,Yes,Yes
489,53,Marketing,4,Human Resources,Laboratory Technician,Medium,24908,4,0,No,Yes
490,45,Marketing,4,Medical,Manager,Medium,95995,5,7,No,Yes
491,36,Sales,3,Marketing,Human Resources,Medium,28570,3,2,Yes,No
492,51,Human Resources,37,Marketing,Sales Executive,High,35770,0,6,Yes,Yes
493,37,Human Resources,1,Human Resources,Laboratory Technician,High,33073,0,2,Yes,No
494,28,Marketing,22,Medical,Research Scientist,High,96505,4,0,No,Yes
495,52,Finance,14,Life Sciences,Research Director,Low,31400,7,7,No,No
496,42,Sales,1,Life Sciences,Sales Representative,Low,29996,1,0,No,No
497,26,Marketing,43,Life Sciences,Research Scientist,Medium,38528,0,12,Yes,Yes
498,35,Marketing,3,Marketing,Manager,Low,25673,1,0,No,No
499,28,Sales,1,Medical,Laboratory Technician,High,38399,1,3,Yes,No
500,23,Sales,17,Medical,Research Director,Low,118871,3,6,No,Yes
501,46,Human Resources,12,Marketing,Laboratory Technician,Medium,42186,1,2,Yes,Yes
502,56,Finance,9,Life Sciences,Human Resources,Medium,41424,2,1,No,Yes
503,23,Finance,1,Life Sciences,Sales Executive,Medium,25363,2,7,No,No
504,42,Sales,6,Human Resources,Healthcare Representative,Low,85357,0,7,No,Yes
505,30,Research & Development,15,Other,Laboratory Technician,Medium,95751,6,12,No,No
506,32,Marketing,3,Technical Degree,Manager,Medium,55622,1,2,No,Yes
507,31,Marketing,3,Other,Research Scientist,High,50358,8,3,Yes,No
508,28,Sales,1,Medical,Human Resources,Low,32293,3,2,No,No
509,37,Research & Development,1,Medical,Manager,High,44164,3,1,No,Yes
510,28,Human Resources,20,Medical,Sales Representative,High,23918,0,6,No,Yes
511,39,Sales,5,Other,Healthcare Representative,Medium,20680,2,2,No,No
512,36,Sales,41,Technical Degree,Human Resources,High,17262,1,2,No,Yes
513,34,Marketing,5,Human Resources,Sales Executive,Low,44593,1,2,No,No
514,27,Sales,12,Other,Healthcare Representative,High,18229,2,6,Yes,Yes
515,31,Sales,3,Technical Degree,Manager,Medium,28287,1,12,No,No
516,44,Sales,4,Life Sciences,Sales Representative,Medium,35220,1,5,Yes,No
517,42,Marketing,2,Life Sciences,Manufacturing Director,Medium,59733,4,3,No,No
518,27,Human Resources,4,Medical,Sales Executive,Low,27197,4,7,No,No
519,37,Human Resources,7,Marketing,Research Director,High,63363,0,5,Yes,No
520,44,Sales,48,Medical,Manufacturing Director,Low,58080,9,0,No,Yes
521,20,Marketing,10,Marketing,Laboratory Technician,Medium,21254,2,0,No,Yes
522,42,Human Resources,2,Technical Degree,Sales Representative,Medium,63666,2,0,No,No
523,30,Human Resources,1,Life Sciences,Research Scientist,High,31514,1,3,Yes,No
524,42,Human Resources,1,Other,Research Director,Medium,28297,2,8,No,No
525,29,Marketing,8,Marketing,Manager,Medium,31581,2,1,No,Yes
526,18,Marketing,14,Technical Degree,Sales Representative,Medium,36251,3,2,No,No
527,20,Sales,28,Life Sciences,Healthcare Representative,High,29509,0,12,No,No
528,37,Finance,1,Other,Human Resources,Low,23864,1,9,Yes,Yes
529,39,Human Resources,7,Marketing,Healthcare Representative,Low,24943,2,5,No,Yes
530,27,Finance,6,Medical,Healthcare Representative,Medium,38928,3,1,No,No
531,43,Marketing,10,Medical,Laboratory Technician,High,33515,2,0,No,No
532,20,Marketing,8,Medical,Sales Executive,Low,47271,1,0,Yes,Yes
533,36,Marketing,11,Technical Degree,Research Scientist,Medium,37278,3,0,No,No
534,24,Finance,10,Medical,Research Director,Medium,37741,1,1,No,Yes
535,30,Marketing,1,Human Resources,Sales Executive,High,48844,4,4,No,No
536,37,Sales,16,Life Sciences,Sales Representative,High,73825,7,0,No,Yes
537,28,Marketing,1,Technical Degree,Healthcare Representative,Medium,75320,1,0,No,No
538,33,Research & Development,11,Other,Laboratory Technician,Medium,70983,2,0,No,No
539,47,Finance,5,Medical,Sales Representative,Medium,56118,5,4,Yes,No
540,31,Research & Development,7,Life Sciences,Human Resources,Low,103022,3,4,No,Yes
541,45,Marketing,23,Marketing,Research Scientist,Medium,45202,3,4,No,Yes
542,25,Sales,22,Medical,Research Director,Medium,42734,4,1,No,Yes
543,42,Human Resources,17,Life Sciences,Human Resources,Medium,111520,2,2,Yes,Yes
544,51,Marketing,7,Human Resources,Laboratory Technician,High,9292,3,0,No,Yes
545,18,Sales,13,Marketing,Research Scientist,Medium,32632,3,1,No,Yes
546,29,Finance,7,Human Resources,Sales Representative,Medium,67931,2,11,Yes,Yes
547,42,Research & Development,20,Other,Healthcare Representative,Medium,59286,5,19,No,No
548,34,Research & Development,5,Life Sciences,Healthcare Representative,Medium,130983,6,5,No,No
549,40,Research & Development,35,Human Resources,Healthcare Representative,Medium,38320,4,12,Yes,No
550,30,Finance,26,Other,Manufacturing Director,Medium,29277,1,5,No,No
551,37,Sales,13,Life Sciences,Healthcare Representative,Medium,30759,3,0,No,No
552,35,Finance,3,Life Sciences,Manufacturing Director,High,42575,1,28,No,No
553,48,Research & Development,1,Human Resources,Manager,High,81701,3,0,Yes,Yes
554,39,Marketing,19,Life Sciences,Manufacturing Director,Medium,82213,1,5,No,No
555,40,Human Resources,1,Medical,Research Scientist,Low,35312,3,1,No,No
556,32,Finance,19,Life Sciences,Human Resources,Medium,41212,2,2,No,No
557,32,Finance,6,Technical Degree,Research Scientist,Medium,26747,2,5,No,No
558,32,Sales,5,Other,Human Resources,Low,28180,1,2,No,No
559,40,Sales,23,Life Sciences,Manager,High,61275,4,1,Yes,No
560,32,Finance,9,Technical Degree,Human Resources,High,80911,5,2,No,No
561,39,Research & Development,8,Life Sciences,Human Resources,High,25625,1,2,No,No
562,57,Human Resources,8,Life Sciences,Laboratory Technician,Low,41006,1,16,No,No
563,45,Sales,4,Human Resources,Sales Executive,High,32159,3,8,No,No
564,33,Research & Development,15,Medical,Sales Executive,High,55934,4,3,No,No
565,49,Marketing,2,Other,Laboratory Technician,Medium,29903,4,1,No,No
566,32,Sales,27,Medical,Healthcare Representative,Medium,13860,4,8,No,Yes
567,18,Research & Development,22,Marketing,Laboratory Technician,High,59984,1,0,No,No
568,26,Research & Development,4,Human Resources,Human Resources,Medium,31202,1,1,Yes,No
569,18,Human Resources,13,Human Resources,Human Resources,Medium,32868,3,2,Yes,No
570,33,Human Resources,8,Medical,Laboratory Technician,Medium,45152,4,10,No,No
571,37,Marketing,4,Human Resources,Laboratory Technician,Medium,43322,2,0,No,Yes
572,53,Research & Development,44,Medical,Healthcare Representative,Low,45618,0,0,No,Yes
573,40,Research & Development,1,Human Resources,Research Scientist,High,16076,1,3,No,No
574,34,Human Resources,2,Life Sciences,Manager,Medium,47961,2,1,No,No
575,45,Sales,7,Medical,Sales Representative,Medium,13981,3,4,No,No
576,18,Sales,7,Medical,Human Resources,Low,53358,0,3,No,Yes
577,39,Finance,8,Technical Degree,Manager,Medium,63525,1,2,Yes,No
578,44,Human Resources,13,Human Resources,Laboratory Technician,Low,18319,3,0,No,No
579,22,Finance,9,Human Resources,Healthcare Representative,Low,42796,4,0,No,Yes
580,48,Human Resources,9,Medical,Manufacturing Director,Medium,61610,3,8,No,No
581,40,Marketing,1,Life Sciences,Healthcare Representative,Medium,29012,3,10,Yes,No
582,32,Research & Development,4,Life Sciences,Research Director,Medium,50859,2,1,Yes,Yes
583,43,Marketing,2,Other,Research Director,Low,9020,3,0,No,Yes
584,59,Human Resources,3,Life Sciences,Manager,Medium,62887,0,0,No,No
585,38,Research & Development,8,Human Resources,Sales Executive,Low,36864,4,4,No,No
586,39,Sales,2,Technical Degree,Research Director,High,31923,3,6,No,No
587,32,Sales,3,Medical,Research Director,Medium,59398,3,2,No,No
588,28,Finance,2,Marketing,Research Scientist,Medium,86218,2,5,No,No
589,45,Human Resources,29,Technical Degree,Manufacturing Director,Medium,46298,2,6,No,No
590,28,Human Resources,28,Marketing,Research Scientist,Low,81174,0,13,Yes,Yes
591,37,Sales,9,Technical Degree,Manufacturing Director,High,16703,0,0,No,No
592,32,Marketing,25,Life Sciences,Sales Representative,Medium,50664,3,1,No,Yes
593,41,Research & Development,15,Human Resources,Human Resources,Medium,33995,6,0,No,No
594,40,Marketing,8,Marketing,Research Director,Medium,24486,1,10,No,No
595,47,Marketing,1,Technical Degree,Human Resources,Low,13844,1,7,Yes,Yes
596,31,Sales,14,Human Resources,Research Director,High,49310,0,4,No,No
597,34,Sales,12,Marketing,Research Scientist,Medium,56254,2,0,No,Yes
598,27,Sales,9,Medical,Sales Representative,Medium,71040,2,1,No,Yes
599,32,Finance,14,Technical Degree,Research Scientist,Low,65397,4,1,No,No
600,40,Marketing,7,Medical,Research Scientist,Low,24689,3,4,No,No
601,44,Human Resources,12,Life Sciences,Manufacturing Director,High,69241,3,1,No,No
602,27,Research & Development,27,Medical,Sales Executive,Medium,72997,0,0,No,No
603,45,Finance,4,Medical,Healthcare Representative,Medium,31888,2,6,No,No
604,50,Human Resources,12,Other,Manager,Low,36835,1,1,No,No
605,41,Marketing,6,Technical Degree,Human Resources,Medium,22763,1,3,Yes,Yes
606,55,Sales,11,Life Sciences,Research Director,Medium,76148,7,0,Yes,No
607,29,Marketing,14,Medical,Research Scientist,Medium,17053,5,8,No,No
608,24,Research & Development,1,Human Resources,Sales Executive,Medium,47452,1,4,Yes,Yes
609,19,Finance,10,Marketing,Research Scientist,Medium,26945,1,11,Yes,No
610,51,Finance,2,Medical,Sales Representative,Medium,20870,2,3,No,Yes
611,43,Research & Development,11,Life Sciences,Manufacturing Director,High,14223,1,14,Yes,Yes
612,36,Human Resources,6,Medical,Healthcare Representative,Low,32607,4,11,Yes,No
613,39,Human Resources,14,Marketing,Sales Representative,Medium,19297,3,4,No,No
614,25,Finance,1,Life Sciences,Laboratory Technician,Medium,37354,3,13,No,No
615,61,Finance,9,Technical Degree,Research Scientist,Medium,87962,3,1,No,No
616,38,Sales,3,Life Sciences,Sales Representative,Medium,40124,0,2,No,No
617,38,Human Resources,19,Technical Degree,Healthcare Representative,High,98581,3,0,No,Yes
618,44,Research & Development,26,Life Sciences,Sales Executive,Medium,22222,3,4,No,Yes
619,41,Human Resources,50,Marketing,Sales Executive,Medium,19139,1,6,No,No
620,39,Sales,15,Marketing,Human Resources,Medium,21730,5,7,No,Yes
621,29,Finance,14,Life Sciences,Healthcare Representative,Low,35152,3,0,No,No
622,41,Finance,2,Medical,Sales Executive,Low,141700,3,2,No,No
623,55,Sales,4,Marketing,Sales Representative,High,15818,2,0,No,No
624,50,Research & Development,6,Technical Degree,Human Resources,Low,49505,1,5,Yes,No
625,52,Finance,14,Technical Degree,Sales Executive,Medium,25591,3,0,No,Yes
626,31,Marketing,24,Human Resources,Manufacturing Director,Medium,32470,3,11,Yes,Yes
627,27,Finance,2,Other,Laboratory Technician,Medium,19360,2,1,No,Yes
628,35,Marketing,25,Other,Healthcare Representative,Medium,56363,5,1,No,No
629,37,Sales,11,Other,Sales Representative,Medium,35526,2,9,No,No
630,47,Sales,9,Technical Degree,Research Director,Low,62550,2,3,Yes,No
631,20,Finance,2,Human Resources,Research Scientist,Medium,39641,4,0,No,Yes
632,52,Human Resources,1,Other,Sales Representative,Medium,13824,1,3,Yes,Yes
633,35,Marketing,8,Other,Sales Executive,Medium,62835,3,0,No,No
634,32,Research & Development,10,Life Sciences,Sales Representative,Medium,13273,2,21,No,Yes
635,26,Finance,2,Life Sciences,Research Director,Medium,14257,3,4,Yes,Yes
636,20,Research & Development,8,Life Sciences,Research Scientist,Low,22957,3,1,No,Yes
637,45,Finance,19,Medical,Human Resources,Medium,23111,2,4,Yes,No
638,37,Human Resources,18,Other,Sales Executive,Low,72985,3,0,No,No
639,24,Human Resources,26,Medical,Manager,High,33336,2,8,Yes,Yes
640,24,Human Resources,4,Human Resources,Sales Executive,Medium,67757,2,12,Yes,No
641,33,Human Resources,3,Technical Degree,Laboratory Technician,Medium,27338,4,10,Yes,No
642,53,Sales,13,Other,Manager,Medium,42566,3,2,Yes,Yes
643,34,Sales,5,Technical Degree,Laboratory Technician,Low,46028,4,1,No,No
644,21,Marketing,1,Life Sciences,Research Director,Medium,51432,6,0,No,No
645,34,Research & Development,3,Other,Healthcare Representative,Low,28782,3,5,No,No
646,34,Finance,5,Marketing,Research Scientist,Low,30063,3,3,Yes,Yes
647,18,Finance,3,Medical,Manufacturing Director,Medium,31286,0,3,No,No
648,36,Sales,4,Medical,Human Resources,Medium,15895,5,11,No,No
649,34,Finance,3,Other,Manufacturing Director,High,34823,2,0,No,No
650,43,Sales,1,Life Sciences,Research Director,Medium,29976,1,0,No,No
651,55,Marketing,10,Medical,Healthcare Representative,Medium,48534,4,0,No,No
652,48,Research & Development,9,Life Sciences,Sales Executive,Medium,38011,4,1,Yes,No
653,34,Marketing,10,Human Resources,Sales Representative,Low,70840,3,0,No,No
654,25,Human Resources,2,Technical Degree,Laboratory Technician,Medium,37610,4,3,No,No
655,62,Human Resources,3,Marketing,Research Director,Medium,27416,1,1,No,No
656,37,Human Resources,9,Technical Degree,Laboratory Technician,Medium,37378,4,0,Yes,Yes
657,37,Marketing,9,Technical Degree,Sales Executive,Medium,52160,1,6,Yes,No
658,36,Finance,7,Human Resources,Healthcare Representative,High,14963,5,1,No,Yes
659,38,Research & Development,4,Medical,Research Scientist,High,25396,0,5,Yes,Yes
660,35,Human Resources,24,Marketing,Manufacturing Director,Medium,25665,2,2,Yes,Yes
661,31,Human Resources,4,Medical,Sales Executive,Medium,44600,2,3,No,Yes
662,31,Human Resources,6,Other,Human Resources,Medium,47270,1,13,No,No
663,36,Research & Development,11,Technical Degree,Manager,Medium,38200,4,0,No,Yes
664,31,Human Resources,7,Other,Research Director,Medium,10516,1,3,Yes,No
665,29,Research & Development,4,Life Sciences,Manufacturing Director,Medium,15899,4,9,No,No
666,38,Human Resources,5,Technical Degree,Human Resources,High,32226,2,4,Yes,Yes
667,34,Marketing,15,Medical,Research Scientist,Medium,28261,1,1,No,No
668,52,Marketing,3,Technical Degree,Human Resources,Medium,36413,1,2,No,Yes
669,18,Research & Development,1,Life Sciences,Healthcare Representative,Medium,28718,3,5,No,No
670,47,Marketing,3,Human Resources,Manager,High,78105,2,11,No,No
671,49,Research & Development,18,Other,Laboratory Technician,Medium,11533,0,0,No,Yes
672,18,Marketing,1,Other,Manufacturing Director,Medium,42248,3,0,Yes,Yes
673,33,Marketing,47,Medical,Manager,Medium,54940,1,1,Yes,No
674,33,Research & Development,7,Technical Degree,Sales Representative,High,51573,0,1,No,Yes
675,22,Finance,41,Medical,Sales Executive,Low,53832,6,1,Yes,No
676,29,Marketing,27,Human Resources,Sales Representative,High,57847,2,1,No,No
677,25,Human Resources,6,Technical Degree,Sales Executive,Medium,26849,5,1,Yes,Yes
678,54,Finance,2,Technical Degree,Healthcare Representative,Medium,20936,2,0,No,Yes
679,46,Research & Development,1,Medical,Manager,Medium,13130,4,13,No,Yes
680,49,Finance,2,Medical,Research Scientist,Medium,30293,1,0,No,No
681,44,Sales,12,Life Sciences,Human Resources,Low,24618,3,1,No,No
682,25,Sales,3,Human Resources,Manager,High,64913,1,1,Yes,Yes
683,31,Marketing,4,Life Sciences,Sales Representative,Medium,31452,0,13,No,Yes
684,41,Marketing,5,Other,Research Director,Medium,21694,2,7,No,No
685,24,Human Resources,24,Technical Degree,Sales Executive,Low,20044,1,7,Yes,Yes
686,44,Finance,2,Medical,Research Director,Medium,98165,1,0,No,No
687,34,Sales,1,Technical Degree,Manufacturing Director,Medium,35916,3,9,No,No
688,33,Marketing,1,Technical Degree,Research Director,Medium,24569,1,2,No,Yes
689,44,Finance,23,Marketing,Manager,Medium,38639,3,1,No,No
690,41,Marketing,10,Other,Human Resources,Medium,93755,1,4,No,Yes
691,33,Marketing,3,Marketing,Manufacturing Director,High,29886,4,8,No,No
692,48,Sales,1,Technical Degree,Research Scientist,Medium,51200,3,7,Yes,No
693,26,Sales,3,Medical,Research Scientist,High,65724,5,11,No,No
694,43,Marketing,1,Technical Degree,Healthcare Representative,Low,14105,5,13,No,No
695,42,Research & Development,28,Other,Human Resources,Medium,26391,1,1,No,No
696,33,Marketing,15,Marketing,Laboratory Technician,Medium,61731,3,2,No,No
697,40,Marketing,6,Medical,Research Director,Medium,25600,2,0,No,Yes
698,24,Human Resources,20,Technical Degree,Manufacturing Director,High,44681,2,10,No,No
699,46,Human Resources,2,Human Resources,Manager,Low,24853,5,0,No,Yes
700,35,Human Resources,12,Other,Manager,Low,29063,5,9,No,Yes
701,31,Research & Development,19,Other,Laboratory Technician,High,27345,2,1,Yes,No
702,47,Research & Development,4,Human Resources,Healthcare Representative,Medium,49927,0,2,No,No
703,29,Marketing,14,Technical Degree,Laboratory Technician,Medium,40166,4,0,No,No
704,22,Human Resources,3,Other,Sales Executive,Medium,38155,3,1,No,No
705,21,Research & Development,3,Medical,Sales Representative,High,127229,5,10,Yes,Yes
706,43,Sales,1,Technical Degree,Manufacturing Director,Low,86668,0,0,No,Yes
707,24,Marketing,5,Technical Degree,Sales Representative,Low,13485,1,2,No,No
708,54,Finance,13,Marketing,Laboratory Technician,Medium,29094,2,0,No,Yes
709,18,Marketing,28,Other,Healthcare Representative,High,122177,1,2,Yes,No
710,53,Finance,9,Other,Healthcare Representative,Medium,27247,4,0,No,Yes
711,39,Human Resources,19,Human Resources,Research Scientist,Medium,103143,1,1,Yes,No
712,36,Finance,17,Marketing,Research Scientist,Medium,29343,4,10,No,No
713,31,Human Resources,1,Marketing,Manufacturing Director,High,32305,0,2,Yes,No
714,40,Sales,6,Other,Manufacturing Director,High,55926,0,1,No,No
715,36,Finance,1,Technical Degree,Manufacturing Director,High,34713,3,4,Yes,No
